migrated_at,mode,action,subscription_id,customer_id,schedule_id_before,status_before,status_after,cancel_at_before,cancel_at_after,cancel_at_period_end_before,cancel_at_period_end_after,billing_cycle_anchor_before,billing_cycle_anchor_after,items_before,items_after,schedule_cleared,cancel_at_cleared,cancel_at_period_end_false,billing_cycle_anchor_unchanged,items_unchanged,subscription_still_billable,verification_passed,result_status,error
2026-07-13T21:22:22.249894+00:00,live,clear_cancel_at,sub_1THT3BE2kujhweZxmG1fUnwE,cus_UFyzDrjrZhlFd0,,active,,1869624000,,False,,1775066373,,"[{""price_id"": ""price_1TdN6iE2kujhweZxNbDxvsLw"", ""quantity"": 1, ""subscription_item_id"": ""si_UFz12LdhyGOD6g""}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1, ""subscription_item_id"": ""si_UFz1IpZVAiP2gP""}]",[],False,False,False,False,False,False,False,stripe_error,Request req_Y5EVdN10yFIQUg: Received both cancel_at_period_end and cancel_at parameters. Please pass in only one.
