migrated_at,mode,action,subscription_id,customer_id,schedule_id_before,status_before,status_after,cancel_at_before,cancel_at_after,cancel_at_period_end_before,cancel_at_period_end_after,billing_cycle_anchor_before,billing_cycle_anchor_after,items_before,items_after,schedule_cleared,cancel_at_cleared,cancel_at_period_end_false,billing_cycle_anchor_unchanged,items_unchanged,subscription_still_billable,verification_passed,result_status,error
2026-07-17T16:39:18.916714+00:00,live,clear_cancel_at,sub_1Rr4W9E2kujhweZxBiPr51iJ,cus_SmdY7Rt66PgUGe,sub_sched_1Rr4W9E2kujhweZxXNFaJ0ms,active,,1848693605,,False,,1753999205,,"[{""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1, ""subscription_item_id"": ""si_Smdn70sgppG4Z3""}, {""price_id"": ""price_1TdilIE2kujhweZx8m8IbqAE"", ""quantity"": 1, ""subscription_item_id"": ""si_Smdng8VS0FR6os""}]",[],False,False,False,False,False,False,False,rejected,Subscription has a schedule. Use action=release_schedule instead.
