subscription_id,customer_id,subscription_status,contract_start_date,contract_end_date,inspection_fee_end_date,cancel_at,cancel_at_date,cancel_at_period_end,schedule_id,schedule_status,schedule_end_behavior,schedule_phase_count,schedule_last_phase_end,schedule_phases,all_schedule_phase_items_same,all_phase_business_settings_same,phase_business_differences,action,safe_to_apply,reason,error
sub_1Rr4W9E2kujhweZxBiPr51iJ,cus_SmdY7Rt66PgUGe,active,2025-07-31,2075-07-31,2028-07-31,1848693605,2028-07-31,False,sub_sched_1Rr4W9E2kujhweZxXNFaJ0ms,active,cancel,2,2028-07-31,"[{""end_date"": ""2026-06-30"", ""items"": [{""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}, {""price_id"": ""price_1TdilIE2kujhweZx8m8IbqAE"", ""quantity"": 1}], ""proration_behavior"": ""create_prorations"", ""start_date"": ""2026-06-02""}, {""end_date"": ""2028-07-31"", ""items"": [{""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}, {""price_id"": ""price_1TdilIE2kujhweZx8m8IbqAE"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-30""}]",True,False,"[{""fields"": [""invoice_settings"", ""metadata""], ""phase_number"": 2, ""values"": {""invoice_settings"": {""phase_1"": null, ""phase_2"": ""{\n  \""account_tax_ids\"": null,\n  \""custom_fields\"": null,\n  \""days_until_due\"": null,\n  \""description\"": \""As of May 20, 2025, DivFern Geothermal Limited Partnership \\u201cDivFern Energy\\u201d has taken over the ownership and operation of Fensby Geothermal Limited. There will not be any interruption to the Energy Services for your home, and all terms and conditions of the Residential Energy Services Agreement you signed will remain the same. For any questions about this change or your system, please visit us at www.divfern.com.\\n\\nThank you for being a valued member of our growing DivFern community. \"",\n  \""footer\"": \""Terms and Conditions: \\na) Should you elect to pay a bill by bank debit or credit card (if permitted), you consent to our payment processing vendor retaining your payment information and automatically applying it on a recurring basis to the payment of each subsequent bill unless and until you provide an alternate payment method. You will promptly inform us of any change in: (i) your mailing address at least 30 days in advance of such change; and/or (ii) if previously provided, bank account or credit card information you provided us promptly after such change is made.\\nb) A late payment charge will apply to all overdue amounts on your bill, including applicable federal and provincial taxes. The rate for late payment charges is 1.5% per month or 18% per year (for an effective rate of 19.56% per year). Your bill is due on the date indicated on the bill, or if not indicated, within 20 days\\nc) Should any payment be returned for non-sufficient funds (\\u201cNSF\\u201d), you agree to pay a NSF charge of $25\"",\n  \""issuer\"": null\n}""}, ""metadata"": {""phase_1"": {}, ""phase_2"": {""last_increase_year"": ""2026""}}}}]",manual_review,False,"Schedule requires manual review: multiple_schedule_phases_2, schedule_phases_have_different_business_settings",
